"","pond","treat","month","temp","taxon","abundance","mean.bodymass","max.bodymass","biomass"
"35",1,"Warm","Aug",22.3,"CiliateLitonotidaeAcineriauncinata",2,0.00137644614787015,0.0013879163644478,0.000688223073935077
"36",1,"Warm","Aug",22.3,"CiliateLoxodidaeLoxodesrostrum",5,0.0224510963797305,0.0256182146830702,0.0280638704746631
"37",1,"Warm","Aug",22.3,"CiliateSpirofilidaeStichotrichasecunda",2,0.0119270698611224,0.0132290503147258,0.00596353493056122
"38",1,"Warm","Aug",22.3,"CiliateStrombilidiidaeStrombilidiumgyrans",3,0.000533785040711714,0.000579558394740367,0.000400338780533785
"39",1,"Warm","Aug",22.3,"FlagellateFlagellatePeridiniumunknown",109,0.00305843853577363,0.00335631841706755,0.0833424500998313
"40",1,"Warm","Aug",22.3,"FlagellateFlagellateunknownunknown",178,0.000295427623881705,0.0010522764593199,0.0131465292627359
"41",1,"Warm","Aug",22.3,"MeiofaunaCladoceraDaphniaunknown",1,1.71377937143834,1.71377937143834,0.428444842859585
"42",1,"Warm","Aug",22.3,"MeiofaunaCopepodaunknownunknown",1,1.5846235232609,1.5846235232609,0.396155880815225
"43",1,"Warm","Aug",22.3,"MeiofaunaNematodaunknownunknown",2,0.0707080190622937,0.0906064056396101,0.0353540095311468
"44",1,"Warm","Aug",22.3,"MeiofaunaOstracodunknownunknown",2,1.67252640490072,1.70390168053668,0.83626320245036
"45",1,"Warm","Aug",22.3,"MeiofaunaRotiferaKeratellavalga",1,0.0435878309226907,0.0435878309226907,0.0108969577306727
"46",1,"Warm","Aug",22.3,"MeiofaunaRotiferaunknownunknown",3,0.0181867104148932,0.0446451873373315,0.0136400328111699
"47",1,"Warm","Dec",2.5,"AlgaeChlorophytaBotryococcusunknown",5,0.142124949921323,0.358991572761543,0.177656187401654
"48",1,"Warm","Dec",2.5,"AlgaeDesmidClosteriumparvulum",28,0.00852172836331716,0.0108476801482051,0.0596520985432201
"49",1,"Warm","Dec",2.5,"AlgaeDesmidCosmariumunknown",7,0.00517520160332745,0.00556069648947272,0.00905660280582304
"50",1,"Warm","Dec",2.5,"AlgaeDesmidPleurotaeniumunknown",14,0.268414483417378,0.532715199433334,0.939450691960824
"51",1,"Warm","Dec",2.5,"AlgaeDesmidSpirogyraunknown",16,0.701241064201354,1.18251764398336,2.80496425680542
"52",1,"Warm","Dec",2.5,"CiliateAspidiscidaeAspidiscacostata",3,0.000832400403752431,0.000969908612331757,0.000624300302814324
"53",1,"Warm","Dec",2.5,"CiliateHalteridaeHalteriagrandinella",2,0.00172851527357939,0.00187660000289288,0.000864257636789697
"54",1,"Warm","Dec",2.5,"CiliateSpirostomidaeSpirostomumloxodes",11,0.218683426711022,0.241902634326414,0.60137942345531
"55",1,"Warm","Dec",2.5,"FlagellateFlagellateEuglenaunknown",1,0.0173363554600597,0.0173363554600597,0.00433408886501492
"56",1,"Warm","Dec",2.5,"FlagellateFlagellateFlagellateunknown",25,0.000418314162119524,0.00120108689653637,0.00261446351324702
"57",1,"Warm","Dec",2.5,"FlagellateFlagellatePeridiniumunknown",16,0.00343736839866244,0.00367389625883241,0.0137494735946497
"58",1,"Warm","Dec",2.5,"FlagellateFlagellateunknownunknown",24,0.000172441300807227,0.00108856185446886,0.00103464780484336
"59",1,"Warm","Feb",13.4,"AlgaeDesmidClosteriumcynthia",6,0.00280191117677951,0.00334656167748305,0.00420286676516927
"60",1,"Warm","Feb",13.4,"AlgaeDesmidClosteriumparvulum",29,0.00501080453331794,0.00669251859838029,0.0363283328665551
"61",1,"Warm","Feb",13.4,"AlgaeDesmidSpirogyraunknown",12,0.589877873767003,0.894144707260724,1.76963362130101
"62",1,"Warm","Feb",13.4,"AlgaeDiatomNaviculaunknown",107,0.000314419668483377,0.000442520552394454,0.00841072613193034
"63",1,"Warm","Feb",13.4,"CiliateColepidaeColepshirtus",10,0.00139184325054503,0.00193522107461131,0.00347960812636258
"64",1,"Warm","Feb",13.4,"CiliateHalteridaeHalteriagrandinella",1,0.00126998883021367,0.00126998883021367,0.000317497207553418
"65",1,"Warm","Feb",13.4,"CiliateSpirofilidaeStichotrichasecunda",1,0.0170339771671517,0.0170339771671517,0.00425849429178793
"66",1,"Warm","Feb",13.4,"CiliateSpirostomidaeSpirostomumloxodes",1,0.181426975744811,0.181426975744811,0.0453567439362028
"67",1,"Warm","Feb",13.4,"FlagellateFlagellateFlagellateunknown",89,0.00010483369021323,0.000136070231808608,0.00233254960724437
"68",1,"Warm","Feb",13.4,"FlagellateFlagellatePeridiniumunknown",38,0.00355874327451018,0.00383899480676019,0.0338080611078467
"69",1,"Warm","Feb",13.4,"FlagellateFlagellateunknownunknown",30,0.000104917204217938,0.000126998883021367,0.000786879031634533
"70",1,"Warm","Feb",13.4,"MeiofaunaDaphiniidaeDaphniaunknown",2,1.01708214584452,1.70390168053668,0.508541072922258
"71",1,"Warm","Feb",13.4,"MeiofaunaNematodaunknownunknown",7,0.286956256983046,0.812792851336751,0.502173449720331
"72",1,"Warm","Feb",13.4,"MeiofaunaRotiferaunknownunknown",3,0.00597027796649306,0.00615343857778388,0.0044777084748698
"73",1,"Warm","Jan",8.4,"AlgaeDesmidClosteriumcynthia",23,0.00243169467904876,0.00317424636763121,0.0139822444045304
"74",1,"Warm","Jan",8.4,"AlgaeDesmidClosteriumparvulum",6,0.0045640576360479,0.004931467420484,0.00684608645407184
"75",1,"Warm","Jan",8.4,"AlgaeDesmidMicrasteriasunknown",1,0.0110720851586486,0.0110720851586486,0.00276802128966215
"76",1,"Warm","Jan",8.4,"AlgaeDesmidPleurotaeniumunknown",10,0.101195314476455,0.12462944671814,0.252988286191138
"77",1,"Warm","Jan",8.4,"AlgaeDesmidStaurodesmusunknown",10,2.84880669025074e-05,4.64453057906715e-05,7.12201672562684e-05
"78",1,"Warm","Jan",8.4,"AlgaeDiatomNaviculaunknown",19,0.000221260276197227,0.000221260276197227,0.00105098631193683
"79",1,"Warm","Jan",8.4,"CiliateHalteridaeHalteriagrandinella",3,0.00104137740173997,0.00108856185446886,0.000781033051304978
"80",1,"Warm","Jan",8.4,"CiliateLoxodidaeloxodesmagnus",1,0.104824474874779,0.104824474874779,0.0262061187186948
"81",1,"Warm","Jan",8.4,"CiliateLoxodidaeloxodesrostrum",3,0.0197228458990069,0.019837306162149,0.0147921344242552
"82",1,"Warm","Jan",8.4,"CiliateSpirostomidaeSpirostomumloxodes",3,0.298287571532171,0.320376735878229,0.223715678649128
"83",1,"Warm","Jan",8.4,"CiliateStrombilididaeStrombilidiumgyrans",1,0.00040317105721069,0.00040317105721069,0.000100792764302672
"84",1,"Warm","Jan",8.4,"FlagellateFlagellatePeridiniumunknown",27,0.00316881849062024,0.00351242625041953,0.0213895248116866
"85",1,"Warm","Jan",8.4,"FlagellateFlagellateunknownunknown",57,0.000402495568860451,0.00163123009747445,0.00573556185626142
"86",1,"Warm","Jan",8.4,"MeiofaunaNematodaunknownunknown",2,0.0672547984816253,0.10119633853094,0.0336273992408126
"87",1,"Warm","Jan",8.4,"MeiofaunaRotiferaunknownunknown",2,0.203220891206156,0.362853951489621,0.101610445603078
"88",1,"Warm","Jul",22.3,"AlgaeDesmidClosteriumcynthia",45,0.00235201393794163,0.0026294413180224,0.0264601568018433
"89",1,"Warm","Jul",22.3,"AlgaeDesmidClosteriumparvulum",297,0.0048456296145968,0.00682971770914909,0.359787998883812
"90",1,"Warm","Jul",22.3,"AlgaeDesmidCosmariumunknown",54,0.0068786399971225,0.00766528972521825,0.0928616399611537
"91",1,"Warm","Jul",22.3,"AlgaeDesmidPleurotaeniumunknown",118,0.0829388746498329,0.119741803991575,2.44669680217007
"92",1,"Warm","Jul",22.3,"AlgaeDesmidStaurodesmusunknown",60,2.86748694923483e-05,4.64453057906715e-05,0.000430123042385225
"93",1,"Warm","Jul",22.3,"AlgaeDiatomAmphoraunknown",239,0.00222449104940706,0.00367389625883241,0.132913340202072
"94",1,"Warm","Jul",22.3,"AlgaeDiatomNaviculaunknown",93,0.000269318266216741,0.000387447385979473,0.00626164968953923
"95",1,"Warm","Jul",22.3,"CiliateCinetochilidaeCinetochilummargaritaceum",1,0.000136070231808608,0.000136070231808608,3.4017557952152e-05
"96",1,"Warm","Jul",22.3,"CiliateCyclidiidaeCyclidiumbrandoni",2,0.000276131857083602,0.000290283161191697,0.000138065928541801
"97",1,"Warm","Jul",22.3,"CiliateCyclidiidaeCyclidiumglaucoma",1,0.000490538225308247,0.000490538225308247,0.000122634556327062
"98",1,"Warm","Jul",22.3,"CiliateHalteridaeHalteriagrandinella",11,0.000756708092087315,0.00136106517203757,0.00208094725324012
"99",1,"Warm","Jul",22.3,"CiliateLitonotidaeAcineriauncinata",2,0.00321293063057057,0.00324181783681972,0.00160646531528528
"100",1,"Warm","Jul",22.3,"CiliateLoxodidaeLoxodesrostrum",6,0.02248917051047,0.0416505939927934,0.0337337557657049
"101",1,"Warm","Jul",22.3,"CiliateProrodontidaeProrodonfarctus",1,0.022065713229564,0.022065713229564,0.005516428307391
"102",1,"Warm","Jul",22.3,"CiliateSpirofilidaeStichotrichasecunda",1,0.0121918927700513,0.0121918927700513,0.00304797319251282
"103",1,"Warm","Jul",22.3,"FlagellateFlagellatePeridiniumunknown",99,0.00367389625883241,0.00367389625883241,0.0909289324061022
"104",1,"Warm","Jul",22.3,"FlagellateFlagellateunknownunknown",294,0.000228002304201433,0.00144887582829806,0.0167581693588053
"105",1,"Warm","Jul",22.3,"MeiofaunaCladoceraDaphniaunknown",1,1.72859590779083,1.72859590779083,0.432148976947707
"106",1,"Warm","Jul",22.3,"MeiofaunaCopepodaunknownunknown",1,1.5846235232609,1.5846235232609,0.396155880815225
"107",1,"Warm","Jul",22.3,"MeiofaunaNematodaunknownunknown",3,0.194096397754057,0.263582270951593,0.145572298315543
"108",1,"Warm","Jul",22.3,"MeiofaunaOstracodunknownunknown",3,1.75628499717023,1.81746029192645,1.31721374787767
"109",1,"Warm","Jul",22.3,"MeiofaunaRotiferaKeratellavalga",2,0.04161336114566,0.0435878309226907,0.02080668057283
"110",1,"Warm","Jul",22.3,"MeiofaunaRotiferaunknownunknown",7,0.0293265935864672,0.080734238181432,0.0513215387763176
"111",1,"Warm","Jun",22.3,"AlgaeDesmidClosteriumcynthia",12,0.00252123356602586,0.00325310662642162,0.00756370069807758
"112",1,"Warm","Jun",22.3,"AlgaeDesmidClosteriumparvulum",11,0.00526807493614921,0.00645771177466079,0.0144872060744103
"113",1,"Warm","Jun",22.3,"AlgaeDesmidCosmariumunknown",18,0.00681535362031636,0.00766528972521825,0.0306690912914236
"114",1,"Warm","Jun",22.3,"AlgaeDesmidPleurotaeniumunknown",16,0.100344274298812,0.16328427817033,0.401377097195249
"115",1,"Warm","Jun",22.3,"AlgaeDesmidStaurodesmusunknown",74,3.23971660413331e-05,4.06396425668376e-05,0.000599347571764663
"116",1,"Warm","Jun",22.3,"AlgaeDiatomAmphoraunknown",113,0.00270124608331162,0.00367389625883241,0.0763102018535533
"117",1,"Warm","Jun",22.3,"AlgaeDiatomNaviculaunknown",235,0.000157559249157938,0.000176347020423956,0.00925660588802884
"118",1,"Warm","Jun",22.3,"AlgaeDiatomPeniumunknown",144,0.000888830912726685,0.00127982620400961,0.0319979128581607
"119",1,"Warm","Jun",22.3,"CiliateCinetochilidaeCinetochilummargaritaceum",1,0.000429296541717943,0.000429296541717943,0.000107324135429486
"120",1,"Warm","Jun",22.3,"CiliateCyclidiidaeCyclidiumbrandoni",3,0.000148313192912572,0.000163123009747445,0.000111234894684429
"121",1,"Warm","Jun",22.3,"CiliateCyclidiidaeCyclidiumglaucoma",1,0.000490538225308247,0.000490538225308247,0.000122634556327062
"122",1,"Warm","Jun",22.3,"CiliateHalteridaeHalteriagrandinella",7,0.000404570636737865,0.000654104723218624,0.000707998614291263
"123",1,"Warm","Jun",22.3,"CiliateLoxodidaeLoxodesrostrum",4,0.0141324961782763,0.0151189146454009,0.0141324961782763
"124",1,"Warm","Jun",22.3,"CiliateProrodontidaeProrodonfarctus",1,0.022065713229564,0.022065713229564,0.005516428307391
"125",1,"Warm","Jun",22.3,"CiliateSpirofilidaeStichotrichasecunda",1,0.0144889598685092,0.0144889598685092,0.0036222399671273
"126",1,"Warm","Jun",22.3,"FlagellateFlagellatePeridiniumunknown",142,0.00296672506150629,0.00367389625883241,0.105318739683473
"127",1,"Warm","Jun",22.3,"FlagellateFlagellateunknownunknown",402,8.72228068480392e-05,0.000490538225308247,0.00876589208822794
"128",1,"Warm","Jun",22.3,"MeiofaunaNematodaunknownunknown",2,0.0758147650999,0.0988433516068474,0.03790738254995
"129",1,"Warm","Jun",22.3,"MeiofaunaOstracodunknownunknown",1,1.73768943098622,1.73768943098622,0.434422357746555
"130",1,"Warm","Jun",22.3,"MeiofaunaRotiferaKeratellavalga",1,0.0435878309226907,0.0435878309226907,0.0108969577306727
"131",1,"Warm","Jun",22.3,"MeiofaunaRotiferaunknownunknown",5,0.0125047293201833,0.0426759789425973,0.0156309116502292
"132",1,"Warm","Mar",13,"AlgaeDesmidClosteriumcynthia",3,0.00223906422236053,0.00258029476614842,0.0016792981667704
"133",1,"Warm","Mar",13,"AlgaeDesmidClosteriumparvulum",18,0.00489067514887407,0.00629188751883003,0.0220080381699333
"134",1,"Warm","Mar",13,"AlgaeDesmidPleurotaeniumunknown",4,0.125963418795133,0.174479048281687,0.125963418795133
"135",1,"Warm","Mar",13,"AlgaeDesmidSpirogyraunknown",29,0.734158795027747,1.06426587958502,5.32265126395117
"136",1,"Warm","Mar",13,"AlgaeDiatomAmphoraunknown",13,0.00120108689653637,0.00120108689653637,0.0039035324137432
"137",1,"Warm","Mar",13,"AlgaeDiatomNaviculaunknown",51,0.000233315090807826,0.000290283161191697,0.00297476740779979
"138",1,"Warm","Mar",13,"CiliateHalteridaeHalteriagrandinella",4,0.00100680884334297,0.00127857637373226,0.00100680884334297
"139",1,"Warm","Mar",13,"CiliateStentoridaeStentorroselii",1,3.62853951489621,3.62853951489621,0.907134878724053
"140",1,"Warm","Mar",13,"FlagellateFlagellateFlagellateunknown",55,7.65863740277427e-05,0.000136070231808608,0.00105306264288146
"141",1,"Warm","Mar",13,"FlagellateFlagellatePeridiniumunknown",22,0.00318559563289169,0.00343437233374354,0.0175207759809043
"142",1,"Warm","Mar",13,"MeiofaunaGastrotrichaunknownunknown",1,0.0542506974582705,0.0542506974582705,0.0135626743645676
"143",1,"Warm","Mar",13,"MeiofaunaNematodaunknownunknown",1,0.113391859840507,0.113391859840507,0.0283479649601267
"144",1,"Warm","Mar",13,"MeiofaunaRotiferaKeratellavalga",3,0.0657000835312921,0.0674339072237914,0.0492750626484691
"145",1,"Warm","May",17.4,"AlgaeDesmidClosteriumcynthia",67,0.00262112911083557,0.0030194286816623,0.0439039126064957
"146",1,"Warm","May",17.4,"AlgaeDesmidCosmariumunknown",3,0.00393242297975115,0.00429877108040326,0.00294931723481336
"147",1,"Warm","May",17.4,"AlgaeDesmidPleurotaeniumunknown",33,0.0955111385750952,0.121744556218269,0.787966893244535
"148",1,"Warm","May",17.4,"AlgaeDesmidSpirogyraunknown",21,0.785644262036007,1.12339176178419,4.12463237568904
"149",1,"Warm","May",17.4,"AlgaeDesmidStaurodesmusunknown",35,3.90807144789562e-05,4.76951360680246e-05,0.000341956251690867
"150",1,"Warm","May",17.4,"AlgaeDesmidXanthidiumunknown",15,0.000877651555268889,0.00104868823691073,0.00329119333225833
"151",1,"Warm","May",17.4,"AlgaeDiatomNaviculaunknown",92,0.000237346801379933,0.000237346801379933,0.00545897643173846
"152",1,"Warm","May",17.4,"CiliateCinetochilidaeCinetochilummargaritaceum",6,0.000139819722640667,0.000186426296854223,0.000209729583961001
"153",1,"Warm","May",17.4,"CiliateCyclidiidaeCyclidiumbrandoni",2,0.000708532815942067,0.000790215272132953,0.000354266407971033
"154",1,"Warm","May",17.4,"CiliateHalteridaeHalteriagrandinella",4,0.00156163269372346,0.00167920745328252,0.00156163269372346
"155",1,"Warm","May",17.4,"CiliateLoxodidaeLoxodesmagnus",1,0.0967610537305656,0.0967610537305656,0.0241902634326414
"156",1,"Warm","May",17.4,"CiliateLoxodidaeLoxodesrostrum",4,0.0184368814156513,0.0192025536496765,0.0184368814156513
"157",1,"Warm","May",17.4,"CiliateProrodontidaeProrodonfarctus",2,0.0134062843114756,0.013690681175232,0.0067031421557378
"158",1,"Warm","May",17.4,"CiliateSpirofilidaeStichotrichasecunda",8,0.0148904628054707,0.0182686885298594,0.0297809256109413
"159",1,"Warm","May",17.4,"CiliateSpirostomidaeSpirostomumloxodes",4,0.276639560316671,0.360823743313931,0.276639560316671
"160",1,"Warm","May",17.4,"CiliateStrombidiidaeStrombidiumhumile",4,0.000574992482517456,0.000629954776891703,0.000574992482517456
"161",1,"Warm","May",17.4,"CiliateStrombilidiidaeStrombilidiumgyrans",2,0.00230234863930737,0.00234693935823487,0.00115117431965369
"162",1,"Warm","May",17.4,"FlagellateFlagellateCryptomonasunknown",1,0.00987769090166191,0.00987769090166191,0.00246942272541548
"163",1,"Warm","May",17.4,"FlagellateFlagellateFlagellateunknown",170,0.000316600477089074,0.00167920745328252,0.0134555202762856
"164",1,"Warm","May",17.4,"FlagellateFlagellatePeridiniumunknown",30,0.00309972019770581,0.00367389625883241,0.0232479014827936
"165",1,"Warm","May",17.4,"MeiofaunaCopepodaCopepodaunknown",1,1.62590823951927,1.62590823951927,0.406477059879818
"166",1,"Warm","May",17.4,"MeiofaunaNematodaunknownunknown",3,0.114937348893148,0.203198212834188,0.0862030116698609
"167",1,"Warm","May",17.4,"MeiofaunaRotiferaKeratellavalga",2,0.0390174636595975,0.0412652027792057,0.0195087318297988
"168",1,"Warm","May",17.4,"MeiofaunaRotiferaunknownunknown",3,0.0310105738171223,0.0838595798998236,0.0232579303628417
"169",1,"Warm","Nov",11.2,"AlgaeDesmidClosteriumparvulum",5,0.00489368222900221,0.00592721929758296,0.00611710278625277
"170",1,"Warm","Nov",11.2,"AlgaeDesmidPleurotaeniumunknown",28,0.204543411785228,0.916931935414273,1.43180388249659
"171",1,"Warm","Nov",11.2,"AlgaeDesmidSpirogyraunknown",32,0.71942025883579,1.04693137871183,5.75536207068632
"172",1,"Warm","Nov",11.2,"CiliateHalteridaeHalteriagrandinella",3,0.00166506958820967,0.00172859590779083,0.00124880219115725
"173",1,"Warm","Nov",11.2,"CiliateLoxodidaeLoxodesrostrum",4,0.0470738897859687,0.143060411598527,0.0470738897859687
"174",1,"Warm","Nov",11.2,"CiliateStrombilidiidaeStrombilidiumgyrans",1,0.000629954776891703,0.000629954776891703,0.000157488694222926
"175",1,"Warm","Nov",11.2,"FlagellateFlagellatePeridiniumunknown",28,0.00327828609884106,0.00367389625883241,0.0229480026918874
"176",1,"Warm","Nov",11.2,"FlagellateFlagellateunknownunknown",46,0.000264820029135576,0.00261254845072527,0.00304543033505912
"177",1,"Warm","Nov",11.2,"MeiofaunaGastrotrichaunknownunknown",1,0.0141109870023742,0.0141109870023742,0.00352774675059355
"178",1,"Warm","Nov",11.2,"MeiofaunaNematodaunknownunknown",2,0.0869735723529546,0.0965383017214567,0.0434867861764773
"179",1,"Warm","Nov",11.2,"MeiofaunaRotiferaunknownunknown",1,0.023889820360808,0.023889820360808,0.005972455090202
"180",1,"Warm","Oct",18.5,"AlgaeDesmidClosteriumacerosum",12,0.148635961581699,0.500798928714259,0.445907884745097
"181",1,"Warm","Oct",18.5,"AlgaeDesmidClosteriumcynthia",56,0.0173365167284826,0.079273509124052,0.242711234198756
"182",1,"Warm","Oct",18.5,"AlgaeDesmidCosmariumunknown",55,0.00559298316077244,0.00783562949688976,0.0769035184606211
"183",1,"Warm","Oct",18.5,"AlgaeDesmidPediastrumunknown",13,0.00313294924610953,0.00426857356821818,0.010182085049856
"184",1,"Warm","Oct",18.5,"AlgaeDesmidPleurotaeniumunknown",33,0.269244591745674,0.842063070090247,2.22126788190181
"185",1,"Warm","Oct",18.5,"AlgaeDesmidSpirogyraunknown",3,1.11315648503285,1.33975435629553,0.83486736377464
"186",1,"Warm","Oct",18.5,"AlgaeDesmidXanthidiumunknown",1,0.00453002999881932,0.00453002999881932,0.00113250749970483
"187",1,"Warm","Oct",18.5,"CiliateColepidaeColepshirtus",4,0.004219961217995,0.00426857356821818,0.004219961217995
"188",1,"Warm","Oct",18.5,"CiliateCyclidiidaeCyclidiumglaucoma",1,0.000241902634326414,0.000241902634326414,6.04756585816035e-05
"189",1,"Warm","Oct",18.5,"CiliateHalteridaeHalteriagrandinella",2,0.00172859590779083,0.00172859590779083,0.000864297953895415
"190",1,"Warm","Oct",18.5,"CiliateLoxodidaeLoxodesrostrum",43,0.0350625420549746,0.037065652095982,0.376922327090977
"191",1,"Warm","Oct",18.5,"CiliateProrodontidaeProrodonfarctus",1,0.0131080989975626,0.0131080989975626,0.00327702474939065
"192",1,"Warm","Oct",18.5,"FlagellateFlagellateEuglenaunknown",1,0.0145141580595848,0.0145141580595848,0.0036285395148962
"193",1,"Warm","Oct",18.5,"FlagellateFlagellateFlagellateunknown",18,3.82049373491263e-05,8.85766812691886e-05,0.000171922218071068
"194",1,"Warm","Oct",18.5,"FlagellateFlagellatePeridiniumunknown",32,0.00356295366316446,0.00383899480676019,0.0285036293053157
"195",1,"Warm","Oct",18.5,"FlagellateFlagellateunknownunknown",35,0.000120790048740323,0.000255932987117346,0.00105691292647782
"196",1,"Warm","Oct",18.5,"MeiofaunaCopepodaCopepodaunknown",1,1.24483599588194,1.24483599588194,0.311208998970485
"197",1,"Warm","Oct",18.5,"MeiofaunaGastrotrichaGastrotrichaunknown",1,0.0691508918051345,0.0691508918051345,0.0172877229512836
"198",1,"Warm","Oct",18.5,"MeiofaunaNematodaunknownunknown",3,0.366287557798356,0.572833461188987,0.274715668348767
"199",1,"Warm","Oct",18.5,"MeiofaunaRotiferaunknownunknown",1,0.00435424741787545,0.00435424741787545,0.00108856185446886
"200",1,"Warm","Oct",18.5,"MeiofaunaTurbellarianunknownunknown",4,1.05029893552211,1.67732254795585,1.05029893552211
"201",1,"Warm","Sep",22,"AlgaeChlorophytaVolvoxunknown",1,1.08130477543907,1.08130477543907,0.270326193859768
"202",1,"Warm","Sep",22,"AlgaeDesmidClosteriumcynthia",60,0.00256503762142626,0.00359225411974725,0.0384755643213939
"203",1,"Warm","Sep",22,"AlgaeDesmidCosmariumunknown",3,0.00391581233219407,0.00524424752666805,0.00293685924914555
"204",1,"Warm","Sep",22,"AlgaeDesmidPediastrumunknown",1,0.00172859590779083,0.00172859590779083,0.000432148976947708
"205",1,"Warm","Sep",22,"AlgaeDesmidPeniumunknown",41,0.000316237297999635,0.000395147953172197,0.00324143230449626
"206",1,"Warm","Sep",22,"AlgaeDesmidPleurotaeniumunknown",18,0.0563737192765219,0.0654104723218624,0.253681736744349
"207",1,"Warm","Sep",22,"AlgaeDesmidSpirogyraunknown",41,0.829873260370658,1.06426587958502,8.50620091879925
"208",1,"Warm","Sep",22,"AlgaeDesmidStaurodesmusunknown",69,3.29928315150748e-05,4.06396425668376e-05,0.000569126343635041
